geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Northern Region,2_sample_mean,10723815,3771,3771,1,1,1236416.0,,3384849.0
Northern Region,1_analytic_mean,10723822,3771,3771,1,1,22339.98,0.0,67696.9
Northern Region,2_sample_mean,10723822,3771,3771,1,1,22339.98,,67696.9
Northern Region,1_analytic_mean,10723825,3771,3771,1,1,3221498.25,0.0,7649709.0
Northern Region,2_sample_mean,10723825,3771,3771,1,1,3221498.25,,7649709.0
Area under National Administration,1_analytic_mean,10723825,3771,3771,1,1,101545.35,0.0,236939.09
Area under National Administration,2_sample_mean,10723825,3771,3771,1,1,101545.35,,236939.09
Southern Region,1_analytic_mean,10723833,3771,3771,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10723833,3771,3771,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10723833,3771,3771,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10723833,3771,3771,1,1,35202.39,,67696.9
Southern Region,1_analytic_mean,10723918,3772,3772,1,1,29501394.0,0.0,62382416.0
Southern Region,2_sample_mean,10723918,3772,3772,1,1,29501394.0,,62382416.0
Central Region,1_analytic_mean,10723918,3772,3772,1,1,191853.0,0.0,541575.06
Central Region,2_sample_mean,10723918,3772,3772,1,1,191853.0,,541575.06
Central Region,1_analytic_mean,10724023,3773,3773,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10724023,3773,3773,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10724097,3773,3773,1,1,52397.4,0.0,203090.66
Northern Region,2_sample_mean,10724097,3773,3773,1,1,52397.4,,203090.66
Northern Region,1_analytic_mean,10724226,3775,3775,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10724226,3775,3775,1,1,18684.34,,67696.9
Southern Region,1_analytic_mean,10724231,3775,3775,1,1,29854.33,0.0,101545.34
Southern Region,2_sample_mean,10724231,3775,3775,1,1,29854.33,,101545.34
Northern Region,1_analytic_mean,10724291,3775,3775,1,1,505424.94,0.0,1421636.12
Northern Region,2_sample_mean,10724291,3775,3775,1,1,505424.94,,1421636.12
Southern Region,1_analytic_mean,10724291,3775,3775,1,1,30246466.0,0.0,55782056.0
Southern Region,2_sample_mean,10724291,3775,3775,1,1,30246466.0,,55782056.0
Area under National Administration,1_analytic_mean,10724291,3775,3775,1,1,310119.53,0.0,812363.06
Area under National Administration,2_sample_mean,10724291,3775,3775,1,1,310119.53,,812363.06
Central Region,1_analytic_mean,10724291,3775,3775,1,1,2502083.0,0.0,6363485.0
Central Region,2_sample_mean,10724291,3775,3775,1,1,2502083.0,,6363485.0
Southern Region,1_analytic_mean,10724368,3776,3776,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10724368,3776,3776,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10724406,3777,3777,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10724406,3777,3777,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10724499,3778,3778,1,1,1615452.38,0.0,5178805.0
Southern Region,2_sample_mean,10724499,3778,3778,1,1,1615452.38,,5178805.0
Area under National Administration,1_analytic_mean,10724499,3778,3778,1,1,1471461.88,0.0,4637237.0
Area under National Administration,2_sample_mean,10724499,3778,3778,1,1,1471461.88,,4637237.0
Central Region,1_analytic_mean,10724499,3778,3778,1,1,2256611.25,0.0,6701965.0
Central Region,2_sample_mean,10724499,3778,3778,1,1,2256611.25,,6701965.0
Northern Region,1_analytic_mean,10724594,3779,3779,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10724594,3779,3779,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10724598,3779,3779,1,1,83673.36,0.0,236939.09
Southern Region,2_sample_mean,10724598,3779,3779,1,1,83673.36,,236939.09
Area under National Administration,1_analytic_mean,10724598,3779,3779,1,1,7514.36,0.0,33848.45
Area under National Administration,2_sample_mean,10724598,3779,3779,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10724598,3779,3779,1,1,199638.16,0.0,778514.56
Central Region,2_sample_mean,10724598,3779,3779,1,1,199638.16,,778514.56
Southern Region,1_analytic_mean,10724667,3779,3779,1,1,25684222.0,0.0,51483360.0
Southern Region,2_sample_mean,10724667,3779,3779,1,1,25684222.0,,51483360.0
Area under National Administration,1_analytic_mean,10724667,3779,3779,1,1,165315.83,0.0,406181.28
Area under National Administration,2_sample_mean,10724667,3779,3779,1,1,165315.83,,406181.28
Central Region,1_analytic_mean,10724667,3779,3779,1,1,7296130.5,0.0,15536715.0
Central Region,2_sample_mean,10724667,3779,3779,1,1,7296130.5,,15536715.0
Southern Region,1_analytic_mean,10724788,3780,3780,1,1,92338.56,0.0,236939.09
Southern Region,2_sample_mean,10724788,3780,3780,1,1,92338.56,,236939.09
Central Region,1_analytic_mean,10724789,3780,3780,1,1,1706302.38,0.0,4535693.0
Central Region,2_sample_mean,10724789,3780,3780,1,1,1706302.38,,4535693.0
Northern Region,1_analytic_mean,10724935,3782,3782,1,1,39602.69,0.0,67696.9
Northern Region,2_sample_mean,10724935,3782,3782,1,1,39602.69,,67696.9
Area under National Administration,1_analytic_mean,10724935,3782,3782,1,1,15434.89,0.0,33848.45
Area under National Administration,2_sample_mean,10724935,3782,3782,1,1,15434.89,,33848.45
Central Region,1_analytic_mean,10724935,3782,3782,1,1,48538.68,0.0,169242.22
Central Region,2_sample_mean,10724935,3782,3782,1,1,48538.68,,169242.22
Northern Region,1_analytic_mean,10725092,3784,3784,1,1,6825832.0,0.0,16146015.0
Northern Region,2_sample_mean,10725092,3784,3784,1,1,6825832.0,,16146015.0
Area under National Administration,1_analytic_mean,10725092,3784,3784,1,1,147240.75,0.0,338484.41
Area under National Administration,2_sample_mean,10725092,3784,3784,1,1,147240.75,,338484.41
Southern Region,1_analytic_mean,10725264,3786,3786,1,1,892448.81,0.0,3824879.5
Southern Region,2_sample_mean,10725264,3786,3786,1,1,892448.81,,3824879.5
Area under National Administration,1_analytic_mean,10725264,3786,3786,1,1,46304.68,0.0,101545.34
Area under National Administration,2_sample_mean,10725264,3786,3786,1,1,46304.68,,101545.34
Central Region,1_analytic_mean,10725264,3786,3786,1,1,3859538.5,0.0,10120715.0
Central Region,2_sample_mean,10725264,3786,3786,1,1,3859538.5,,10120715.0
Northern Region,1_analytic_mean,10725346,3787,3787,1,1,360147.47,0.0,778514.56
Northern Region,2_sample_mean,10725346,3787,3787,1,1,360147.47,,778514.56
Southern Region,1_analytic_mean,10725346,3787,3787,1,1,11249962.0,0.0,28534420.0
Southern Region,2_sample_mean,10725346,3787,3787,1,1,11249962.0,,28534420.0
Central Region,1_analytic_mean,10725346,3787,3787,1,1,680895.31,0.0,1387787.62
Central Region,2_sample_mean,10725346,3787,3787,1,1,680895.31,,1387787.62
Northern Region,1_analytic_mean,10725544,3789,3789,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10725544,3789,3789,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10725557,3789,3789,1,1,14364958.0,0.0,31614588.0
Southern Region,2_sample_mean,10725557,3789,3789,1,1,14364958.0,,31614588.0
Northern Region,1_analytic_mean,10725701,3791,3791,1,1,1371811.38,0.0,3621788.5
Northern Region,2_sample_mean,10725701,3791,3791,1,1,1371811.38,,3621788.5
Southern Region,1_analytic_mean,10725701,3791,3791,1,1,4844602.5,0.0,9003665.0
Southern Region,2_sample_mean,10725701,3791,3791,1,1,4844602.5,,9003665.0
Central Region,1_analytic_mean,10725701,3791,3791,1,1,364006.19,0.0,643120.56
Central Region,2_sample_mean,10725701,3791,3791,1,1,364006.19,,643120.56
Central Region,1_analytic_mean,10725834,3792,3792,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10725834,3792,3792,1,1,28432.7,,33848.45
Southern Region,1_analytic_mean,10725975,3793,3793,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10725975,3793,3793,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10725975,3793,3793,1,1,42716.75,0.0,101545.34
Central Region,2_sample_mean,10725975,3793,3793,1,1,42716.75,,101545.34
Central Region,1_analytic_mean,10725995,3793,3793,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10725995,3793,3793,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10726001,3793,3793,1,1,1118082.0,0.0,2978667.0
Northern Region,2_sample_mean,10726001,3793,3793,1,1,1118082.0,,2978667.0
Area under National Administration,1_analytic_mean,10726001,3793,3793,1,1,22339.98,0.0,67696.9
Area under National Administration,2_sample_mean,10726001,3793,3793,1,1,22339.98,,67696.9
Central Region,1_analytic_mean,10726001,3793,3793,1,1,275526.38,0.0,913908.56
Central Region,2_sample_mean,10726001,3793,3793,1,1,275526.38,,913908.56
Southern Region,1_analytic_mean,10726017,3793,3793,1,1,10639936.0,0.0,26097364.0
Southern Region,2_sample_mean,10726017,3793,3793,1,1,10639936.0,,26097364.0
Central Region,1_analytic_mean,10726017,3793,3793,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10726017,3793,3793,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10726029,3793,3793,1,1,13612561.0,0.0,24066484.0
Southern Region,2_sample_mean,10726029,3793,3793,1,1,13612561.0,,24066484.0
Central Region,1_analytic_mean,10726029,3793,3793,1,1,364480.06,0.0,1116999.62
Central Region,2_sample_mean,10726029,3793,3793,1,1,364480.06,,1116999.62
Southern Region,1_analytic_mean,10726179,3794,3794,1,1,6400764.5,0.0,13674965.0
Southern Region,2_sample_mean,10726179,3794,3794,1,1,6400764.5,,13674965.0
Area under National Administration,1_analytic_mean,10726179,3794,3794,1,1,465754.53,0.0,1455484.62
Area under National Administration,2_sample_mean,10726179,3794,3794,1,1,465754.53,,1455484.62
Central Region,1_analytic_mean,10726179,3794,3794,1,1,2463425.5,0.0,7141989.0
Central Region,2_sample_mean,10726179,3794,3794,1,1,2463425.5,,7141989.0
Northern Region,1_analytic_mean,10726303,3795,3795,1,1,2505871.75,0.0,6397333.0
Northern Region,2_sample_mean,10726303,3795,3795,1,1,2505871.75,,6397333.0
Southern Region,1_analytic_mean,10726303,3795,3795,1,1,950465.5,0.0,3655637.0
Southern Region,2_sample_mean,10726303,3795,3795,1,1,950465.5,,3655637.0
Area under National Administration,1_analytic_mean,10726303,3795,3795,1,1,11169.99,0.0,33848.45
Area under National Administration,2_sample_mean,10726303,3795,3795,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10726472,3796,3796,1,1,1460426.38,0.0,3520243.0
Northern Region,2_sample_mean,10726472,3796,3796,1,1,1460426.38,,3520243.0
Area under National Administration,1_analytic_mean,10726472,3796,3796,1,1,44679.96,0.0,135393.78
Area under National Administration,2_sample_mean,10726472,3796,3796,1,1,44679.96,,135393.78
Southern Region,1_analytic_mean,10726608,3797,3797,1,1,76903.68,0.0,203090.66
Southern Region,2_sample_mean,10726608,3797,3797,1,1,76903.68,,203090.66
Northern Region,1_analytic_mean,10726641,3798,3798,1,1,272006.16,0.0,846211.56
Northern Region,2_sample_mean,10726641,3798,3798,1,1,272006.16,,846211.56
Northern Region,1_analytic_mean,10726767,3799,3799,1,1,39602.69,0.0,67696.9
Northern Region,2_sample_mean,10726767,3799,3799,1,1,39602.69,,67696.9
Area under National Administration,1_analytic_mean,10726767,3799,3799,1,1,15434.89,0.0,33848.45
Area under National Administration,2_sample_mean,10726767,3799,3799,1,1,15434.89,,33848.45
Central Region,1_analytic_mean,10726767,3799,3799,1,1,41024.32,0.0,135393.78
Central Region,2_sample_mean,10726767,3799,3799,1,1,41024.32,,135393.78
Northern Region,1_analytic_mean,10726929,3801,3801,1,1,2655618.5,0.0,6194245.0
Northern Region,2_sample_mean,10726929,3801,3801,1,1,2655618.5,,6194245.0
Area under National Administration,1_analytic_mean,10726929,3801,3801,1,1,66072.17,0.0,135393.78
Area under National Administration,2_sample_mean,10726929,3801,3801,1,1,66072.17,,135393.78
Northern Region,1_analytic_mean,10726993,3802,3802,1,1,795371.0,0.0,2098606.0
Northern Region,2_sample_mean,10726993,3802,3802,1,1,795371.0,,2098606.0
Northern Region,1_analytic_mean,10727090,3803,3803,1,1,24032.4,0.0,33848.45
Northern Region,2_sample_mean,10727090,3803,3803,1,1,24032.4,,33848.45
Area under National Administration,1_analytic_mean,10727090,3803,3803,1,1,15028.71,0.0,67696.9
Area under National Administration,2_sample_mean,10727090,3803,3803,1,1,15028.71,,67696.9
Southern Region,1_analytic_mean,10727184,3804,3804,1,1,71487.92,0.0,236939.09
Southern Region,2_sample_mean,10727184,3804,3804,1,1,71487.92,,236939.09
Area under National Administration,1_analytic_mean,10727184,3804,3804,1,1,7514.36,0.0,33848.45
Area under National Administration,2_sample_mean,10727184,3804,3804,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10727184,3804,3804,1,1,841675.69,0.0,2877121.5
Central Region,2_sample_mean,10727184,3804,3804,1,1,841675.69,,2877121.5
Northern Region,1_analytic_mean,10727265,3805,3805,1,1,1182394.0,0.0,2978667.0
Northern Region,2_sample_mean,10727265,3805,3805,1,1,1182394.0,,2978667.0
Southern Region,1_analytic_mean,10727265,3805,3805,1,1,3528971.75,0.0,7108141.0
Southern Region,2_sample_mean,10727265,3805,3805,1,1,3528971.75,,7108141.0
Central Region,1_analytic_mean,10727265,3805,3805,1,1,650296.31,0.0,1286242.12
Central Region,2_sample_mean,10727265,3805,3805,1,1,650296.31,,1286242.12
Northern Region,1_analytic_mean,10727316,3805,3805,1,1,235382.14,0.0,507726.59
Northern Region,2_sample_mean,10727316,3805,3805,1,1,235382.14,,507726.59
Southern Region,1_analytic_mean,10727316,3805,3805,1,1,1726475.5,0.0,5449589.0
Southern Region,2_sample_mean,10727316,3805,3805,1,1,1726475.5,,5449589.0
Area under National Administration,1_analytic_mean,10727316,3805,3805,1,1,46304.68,0.0,101545.34
Area under National Administration,2_sample_mean,10727316,3805,3805,1,1,46304.68,,101545.34
Central Region,1_analytic_mean,10727316,3805,3805,1,1,41024.32,0.0,135393.78
Central Region,2_sample_mean,10727316,3805,3805,1,1,41024.32,,135393.78
Southern Region,1_analytic_mean,10727455,3807,3807,1,1,25812362.0,0.0,48809368.0
Southern Region,2_sample_mean,10727455,3807,3807,1,1,25812362.0,,48809368.0
Area under National Administration,1_analytic_mean,10727455,3807,3807,1,1,129098.0,0.0,338484.41
Area under National Administration,2_sample_mean,10727455,3807,3807,1,1,129098.0,,338484.41
Central Region,1_analytic_mean,10727455,3807,3807,1,1,8526933.0,0.0,17364580.0
Central Region,2_sample_mean,10727455,3807,3807,1,1,8526933.0,,17364580.0
Southern Region,1_analytic_mean,10727458,3807,3807,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10727458,3807,3807,1,1,15434.89,,33848.45
Southern Region,1_analytic_mean,10727523,3807,3807,1,1,51381.95,0.0,101545.34
Southern Region,2_sample_mean,10727523,3807,3807,1,1,51381.95,,101545.34
Northern Region,1_analytic_mean,10727536,3808,3808,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10727536,3808,3808,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10727536,3808,3808,1,1,1670423.62,0.0,3689485.5
Southern Region,2_sample_mean,10727536,3808,3808,1,1,1670423.62,,3689485.5
Central Region,1_analytic_mean,10727536,3808,3808,1,1,422225.56,0.0,913908.56
Central Region,2_sample_mean,10727536,3808,3808,1,1,422225.56,,913908.56
Northern Region,1_analytic_mean,10727584,3808,3808,1,1,282160.72,0.0,575423.56
Northern Region,2_sample_mean,10727584,3808,3808,1,1,282160.72,,575423.56
Southern Region,1_analytic_mean,10727584,3808,3808,1,1,1014845.31,0.0,3824879.5
Southern Region,2_sample_mean,10727584,3808,3808,1,1,1014845.31,,3824879.5
Southern Region,1_analytic_mean,10727739,3810,3810,1,1,1230120.75,0.0,3554091.5
Southern Region,2_sample_mean,10727739,3810,3810,1,1,1230120.75,,3554091.5
Southern Region,1_analytic_mean,10727872,3812,3812,1,1,415388.06,0.0,1184696.62
Southern Region,2_sample_mean,10727872,3812,3812,1,1,415388.06,,1184696.62
Central Region,1_analytic_mean,10727880,3812,3812,1,1,1334306.38,0.0,3249455.0
Central Region,2_sample_mean,10727880,3812,3812,1,1,1334306.38,,3249455.0
Southern Region,1_analytic_mean,10727892,3812,3812,1,1,3173907.5,0.0,7141989.0
Southern Region,2_sample_mean,10727892,3812,3812,1,1,3173907.5,,7141989.0
Central Region,1_analytic_mean,10728022,3813,3813,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10728022,3813,3813,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10728030,3813,3813,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10728030,3813,3813,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10728163,3814,3814,1,1,1780294.38,0.0,5517285.0
Southern Region,2_sample_mean,10728163,3814,3814,1,1,1780294.38,,5517285.0
Area under National Administration,1_analytic_mean,10728163,3814,3814,1,1,1654514.38,0.0,5178805.0
Area under National Administration,2_sample_mean,10728163,3814,3814,1,1,1654514.38,,5178805.0
Central Region,1_analytic_mean,10728163,3814,3814,1,1,4446270.5,0.0,12524065.0
Central Region,2_sample_mean,10728163,3814,3814,1,1,4446270.5,,12524065.0
Southern Region,1_analytic_mean,10728167,3814,3814,1,1,274240.09,0.0,913908.56
Southern Region,2_sample_mean,10728167,3814,3814,1,1,274240.09,,913908.56
Area under National Administration,1_analytic_mean,10728167,3814,3814,1,1,188400.45,0.0,440029.72
Area under National Administration,2_sample_mean,10728167,3814,3814,1,1,188400.45,,440029.72
Central Region,1_analytic_mean,10728167,3814,3814,1,1,513142.59,0.0,1218545.12
Central Region,2_sample_mean,10728167,3814,3814,1,1,513142.59,,1218545.12
Northern Region,1_analytic_mean,10728188,3814,3814,1,1,5198860.5,0.0,12761015.0
Northern Region,2_sample_mean,10728188,3814,3814,1,1,5198860.5,,12761015.0
Southern Region,1_analytic_mean,10728188,3814,3814,1,1,64989.02,0.0,169242.22
Southern Region,2_sample_mean,10728188,3814,3814,1,1,64989.02,,169242.22
Area under National Administration,1_analytic_mean,10728188,3814,3814,1,1,138169.38,0.0,372332.84
Area under National Administration,2_sample_mean,10728188,3814,3814,1,1,138169.38,,372332.84
Central Region,1_analytic_mean,10728188,3814,3814,1,1,1900930.88,0.0,5449589.0
Central Region,2_sample_mean,10728188,3814,3814,1,1,1900930.88,,5449589.0
Southern Region,1_analytic_mean,10728198,3814,3814,1,1,15400580.0,0.0,33070052.0
Southern Region,2_sample_mean,10728198,3814,3814,1,1,15400580.0,,33070052.0
Area under National Administration,1_analytic_mean,10728198,3814,3814,1,1,30463.61,0.0,101545.34
Area under National Administration,2_sample_mean,10728198,3814,3814,1,1,30463.61,,101545.34
Central Region,1_analytic_mean,10728198,3814,3814,1,1,1160933.5,0.0,2877121.5
Central Region,2_sample_mean,10728198,3814,3814,1,1,1160933.5,,2877121.5
Southern Region,1_analytic_mean,10728211,3814,3814,1,1,14360247.0,0.0,25149620.0
Southern Region,2_sample_mean,10728211,3814,3814,1,1,14360247.0,,25149620.0
Central Region,1_analytic_mean,10728211,3814,3814,1,1,406519.75,0.0,1218545.12
Central Region,2_sample_mean,10728211,3814,3814,1,1,406519.75,,1218545.12
Southern Region,1_analytic_mean,10728343,3815,3815,1,1,6402795.5,0.0,13742665.0
Southern Region,2_sample_mean,10728343,3815,3815,1,1,6402795.5,,13742665.0
Area under National Administration,1_analytic_mean,10728343,3815,3815,1,1,554098.88,0.0,1557030.12
Area under National Administration,2_sample_mean,10728343,3815,3815,1,1,554098.88,,1557030.12
Central Region,1_analytic_mean,10728343,3815,3815,1,1,2826891.25,0.0,7920493.0
Central Region,2_sample_mean,10728343,3815,3815,1,1,2826891.25,,7920493.0
Northern Region,1_analytic_mean,10728402,3815,3815,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10728402,3815,3815,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10728559,3816,3816,1,1,272886.22,0.0,744666.06
Northern Region,2_sample_mean,10728559,3816,3816,1,1,272886.22,,744666.06
Southern Region,1_analytic_mean,10728576,3816,3816,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10728576,3816,3816,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10728635,3817,3817,1,1,5206783.5,0.0,12016315.0
Northern Region,2_sample_mean,10728635,3817,3817,1,1,5206783.5,,12016315.0
Area under National Administration,1_analytic_mean,10728635,3817,3817,1,1,234637.48,0.0,575423.56
Area under National Administration,2_sample_mean,10728635,3817,3817,1,1,234637.48,,575423.56
Central Region,1_analytic_mean,10728635,3817,3817,1,1,17869186.0,0.0,40211976.0
Central Region,2_sample_mean,10728635,3817,3817,1,1,17869186.0,,40211976.0
Northern Region,1_analytic_mean,10728761,3819,3819,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10728761,3819,3819,1,1,18684.34,,67696.9
Central Region,1_analytic_mean,10728761,3819,3819,1,1,19767.5,0.0,33848.45
Central Region,2_sample_mean,10728761,3819,3819,1,1,19767.5,,33848.45
Northern Region,1_analytic_mean,10728789,3819,3819,1,1,1973842.38,0.0,5754221.0
Northern Region,2_sample_mean,10728789,3819,3819,1,1,1973842.38,,5754221.0
Southern Region,1_analytic_mean,10728789,3819,3819,1,1,1562310.0,0.0,4332605.0
Southern Region,2_sample_mean,10728789,3819,3819,1,1,1562310.0,,4332605.0
Area under National Administration,1_analytic_mean,10728789,3819,3819,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10728789,3819,3819,1,1,30869.79,,67696.9
Central Region,1_analytic_mean,10728789,3819,3819,1,1,11169.99,0.0,33848.45
Central Region,2_sample_mean,10728789,3819,3819,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10728858,3820,3820,1,1,475841.38,0.0,1320090.62
Northern Region,2_sample_mean,10728858,3820,3820,1,1,475841.38,,1320090.62
Southern Region,1_analytic_mean,10728858,3820,3820,1,1,38844892.0,0.0,77273136.0
Southern Region,2_sample_mean,10728858,3820,3820,1,1,38844892.0,,77273136.0
Area under National Administration,1_analytic_mean,10728858,3820,3820,1,1,917293.06,0.0,3621788.5
Area under National Administration,2_sample_mean,10728858,3820,3820,1,1,917293.06,,3621788.5
Central Region,1_analytic_mean,10728858,3820,3820,1,1,3581738.25,0.0,10120715.0
Central Region,2_sample_mean,10728858,3820,3820,1,1,3581738.25,,10120715.0
Northern Region,1_analytic_mean,10728972,3822,3822,1,1,42310.56,0.0,135393.78
Northern Region,2_sample_mean,10728972,3822,3822,1,1,42310.56,,135393.78
Southern Region,1_analytic_mean,10729049,3822,3822,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10729049,3822,3822,1,1,15434.89,,33848.45
Central Region,1_analytic_mean,10729074,3823,3823,1,1,2081277.5,0.0,5178805.0
Central Region,2_sample_mean,10729074,3823,3823,1,1,2081277.5,,5178805.0
Northern Region,1_analytic_mean,10729184,3824,3824,1,1,11169.99,0.0,33848.45
Northern Region,2_sample_mean,10729184,3824,3824,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10729206,3824,3824,1,1,11169.99,0.0,33848.45
Northern Region,2_sample_mean,10729206,3824,3824,1,1,11169.99,,33848.45
Area under National Administration,1_analytic_mean,10729312,3825,3825,1,1,30463.61,0.0,101545.34
Area under National Administration,2_sample_mean,10729312,3825,3825,1,1,30463.61,,101545.34
Central Region,1_analytic_mean,10729312,3825,3825,1,1,5169747.5,0.0,12422515.0
Central Region,2_sample_mean,10729312,3825,3825,1,1,5169747.5,,12422515.0
Northern Region,1_analytic_mean,10729313,3825,3825,1,1,175944.25,0.0,372332.84
Northern Region,2_sample_mean,10729313,3825,3825,1,1,175944.25,,372332.84
Area under National Administration,1_analytic_mean,10729313,3825,3825,1,1,99108.25,0.0,270787.53
Area under National Administration,2_sample_mean,10729313,3825,3825,1,1,99108.25,,270787.53
Central Region,1_analytic_mean,10729313,3825,3825,1,1,61333.39,0.0,169242.22
Central Region,2_sample_mean,10729313,3825,3825,1,1,61333.39,,169242.22
Northern Region,1_analytic_mean,10729425,3826,3826,1,1,1311695.12,0.0,3520243.0
Northern Region,2_sample_mean,10729425,3826,3826,1,1,1311695.12,,3520243.0
Northern Region,1_analytic_mean,10729432,3826,3826,1,1,131061.16,0.0,372332.84
Northern Region,2_sample_mean,10729432,3826,3826,1,1,131061.16,,372332.84
Area under National Administration,1_analytic_mean,10729432,3826,3826,1,1,57068.49,0.0,169242.22
Area under National Administration,2_sample_mean,10729432,3826,3826,1,1,57068.49,,169242.22
Northern Region,1_analytic_mean,10729433,3826,3826,1,1,2845846.5,0.0,6837357.0
Northern Region,2_sample_mean,10729433,3826,3826,1,1,2845846.5,,6837357.0
Area under National Administration,1_analytic_mean,10729433,3826,3826,1,1,101545.35,0.0,236939.09
Area under National Administration,2_sample_mean,10729433,3826,3826,1,1,101545.35,,236939.09
Central Region,1_analytic_mean,10729440,3826,3826,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10729440,3826,3826,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10729615,3828,3828,1,1,6807559.5,0.0,16552215.0
Southern Region,2_sample_mean,10729615,3828,3828,1,1,6807559.5,,16552215.0
Area under National Administration,1_analytic_mean,10729615,3828,3828,1,1,364276.84,0.0,913908.56
Area under National Administration,2_sample_mean,10729615,3828,3828,1,1,364276.84,,913908.56
Central Region,1_analytic_mean,10729615,3828,3828,1,1,17521628.0,0.0,39602712.0
Central Region,2_sample_mean,10729615,3828,3828,1,1,17521628.0,,39602712.0
Southern Region,1_analytic_mean,10729690,3828,3828,1,1,50231.11,0.0,135393.78
Southern Region,2_sample_mean,10729690,3828,3828,1,1,50231.11,,135393.78
Northern Region,1_analytic_mean,10729704,3829,3829,1,1,1606989.38,0.0,3723334.0
Northern Region,2_sample_mean,10729704,3829,3829,1,1,1606989.38,,3723334.0
Southern Region,1_analytic_mean,10729704,3829,3829,1,1,22135766.0,0.0,47861624.0
Southern Region,2_sample_mean,10729704,3829,3829,1,1,22135766.0,,47861624.0
Central Region,1_analytic_mean,10729704,3829,3829,1,1,705604.75,0.0,1387787.62
Central Region,2_sample_mean,10729704,3829,3829,1,1,705604.75,,1387787.62
Area under National Administration,1_analytic_mean,10729753,3829,3829,1,1,30869.79,0.0,67696.9
Area under National Administration,2_sample_mean,10729753,3829,3829,1,1,30869.79,,67696.9
Southern Region,1_analytic_mean,10730053,3833,3833,1,1,447408.66,0.0,1218545.12
Southern Region,2_sample_mean,10730053,3833,3833,1,1,447408.66,,1218545.12
Central Region,1_analytic_mean,10730053,3833,3833,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10730053,3833,3833,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10730064,3833,3833,1,1,1323136.38,0.0,3215606.5
Central Region,2_sample_mean,10730064,3833,3833,1,1,1323136.38,,3215606.5
Southern Region,1_analytic_mean,10730080,3833,3833,1,1,10688423.0,0.0,23355676.0
Southern Region,2_sample_mean,10730080,3833,3833,1,1,10688423.0,,23355676.0
Central Region,1_analytic_mean,10730219,3834,3834,1,1,19767.5,0.0,33848.45
Central Region,2_sample_mean,10730219,3834,3834,1,1,19767.5,,33848.45
Northern Region,1_analytic_mean,10730225,3834,3834,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10730225,3834,3834,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10730344,3834,3834,1,1,1218816.0,0.0,4738781.0
Southern Region,2_sample_mean,10730344,3834,3834,1,1,1218816.0,,4738781.0
Area under National Administration,1_analytic_mean,10730344,3834,3834,1,1,1038876.88,0.0,4027970.5
